ID,Function,Comment
114,"function initiateCreateSale ( uint256 _tokenId , uint256 _startingPrice , uint256 _endingPrice , uint256 _duration ) external { require ( _tokenId != 0 ) ; address owner = ownerOf ( _tokenId ) ; require ( owner == msg . sender ) ; require ( _startingPrice == _startingPrice ) ; require ( _endingPrice == _endingPrice ) ; require ( _duration == _duration ) ; require ( checkIsAttached ( _tokenId ) == 0 ) ; _approveForSale ( msg . sender , address ( saleManagerAddress ) , _tokenId ) ; saleManagerAddress . createSale ( _tokenId , _startingPrice , _endingPrice , _duration , msg . sender ) ; }",Helps a wallet to create a sale using our Sale Contract
115,function checkMonthlyLimit ( address _owner ) external constant returns ( uint256 remaining ) { return monthlyLimit [ _owner ] ; },Check how much Casino withdrawal balance remains for address
116,"function addValidator ( address validator , string description ) external ;",Add account ` validator ` as a validator with a description ` description ` who can be approved to set attributes of specific types .
117,function ( ) public payable { },Any funds sent here are for dividend payment .
122,function getPermissions ( ) public view returns ( bytes32 [ ] ) { bytes32 [ ] memory allPermissions = new bytes32 [ ] ( 1 ) ; allPermissions [ 0 ] = DISTRIBUTE ; return allPermissions ; },Return the permissions flag that are associated with STO
123,"function updateERC165Cache ( address _contract , bytes4 _interfaceId ) external { interfaces [ _contract ] [ _interfaceId ] = implementsERC165InterfaceNoCache ( _contract , _interfaceId ) ? _contract : 0 ; erc165Cached [ _contract ] [ _interfaceId ] = true ; }",Updates the cache with whether the contract implements an ERC165 interface or not .
124,"function approve ( address _to , uint256 _tokenId ) public { require ( _owns ( msg . sender , _tokenId ) ) ; allStarIndexToApproved [ _tokenId ] = _to ; Approval ( msg . sender , _to , _tokenId ) ; }",Grant another address the right to transfer token via takeOwnership ( ) and transferFrom ( ) .
127,"function removeOfficialOperator ( address _operator ) external onlyOwner { require ( mIsOfficialOperator [ _operator ] , ""_operator is not an official operator."" ) ; mIsOfficialOperator [ _operator ] = false ; emit OfficialOperatorRemoved ( _operator ) ; }",Delete an address from the list of official operators .
128,"function disapproveAll ( address _to ) public { require ( _to != msg . sender , ""cant unapprove yourself"" ) ; delete operatorApprovals [ msg . sender ] [ _to ] ; emit ApprovalForAll ( msg . sender , _to , false ) ; }",Removes approval for another address to claim for the ownership of any tokens owned by this account .
129,function getFinalAnswer ( bytes32 question_id ) stateFinalized ( question_id ) external constant returns ( bytes32 ) { return questions [ question_id ] . best_answer ; },"Return the final answer to the specified question , or revert if there is n't one"
130,"function getMinerHashRate ( uint256 _halving ) public constant returns ( bool , uint256 ) { return getHashRateOf ( msg . sender , _halving ) ; }",Calculate the halving hash rate of a miner
131,"function transferAndCall ( address _to , uint _amount , bytes _data ) public returns ( bool ) { require ( transfer ( _to , _amount ) ) ; emit Transfer ( msg . sender , _to , _amount , _data ) ; if ( isContract ( _to ) ) { ERC677Receiver ( _to ) . tokenFallback ( msg . sender , _amount , _data ) ; } return true ; }",` msg.sender ` transfers ` _amount ` to ` _to ` contract and then tokenFallback ( ) function is triggered in the ` _to ` contract .
132,"function deposit ( string currency , address account , uint amount , string issuerFirm ) public onlyAuthority ( issuerFirm , msg . sender ) returns ( bool success ) { require ( lib . verifyAccount ( account ) , ""Error: Account is not verified!"" ) ; require ( lib . deposit ( currency , account , amount , issuerFirm ) , ""Error: Unable to deposit funds. Please check issuerFirm and firm authority are registered"" ) ; return true ; }",Issues a specified account to recipient account of a given currency
133,"function transferFrom ( address _from , address _to , uint256 _value ) returns ( bool success ) { require ( _value <= approved [ _from ] [ msg . sender ] ) ; approved [ _from ] [ msg . sender ] = approved [ _from ] [ msg . sender ] . minus ( _value ) ; _transfer ( _from , _to , _value ) ; return true ; }",Send ` _value ` tokens to ` _to ` on behalf of ` _from `
135,function proxyPayment ( address _owner ) payable public returns ( bool ) { return false ; },Called when ` _owner ` sends ether to the MiniMe Token contract
138,"function transferFrom ( bytes32 _from , bytes32 _to , uint256 _value ) returns ( bool ) { var sender = sha3 ( msg . sender ) ; var avail = allowances [ _from ] [ sender ] > balances [ _from ] ? balances [ _from ] : allowances [ _from ] [ sender ] ; if ( avail >= _value ) { allowances [ _from ] [ sender ] -= _value ; balances [ _from ] -= _value ; balances [ _to ] += _value ; TransferHash ( _from , _to , _value ) ; return true ; } return false ; }",from ` _from ` will be sended ` _value ` tokens to ` _to `
139,"function safeWithdrawal ( ) afterDeadline stopOnPause { if ( ! fundingGoalReached && now >= finalDeadline ) { uint amount = ethBalances [ msg . sender ] ; ethBalances [ msg . sender ] = 0 ; if ( amount > 0 ) { if ( msg . sender . send ( amount ) ) { emit FundsWithdrawn ( msg . sender , amount ) ; } else { ethBalances [ msg . sender ] = amount ; } } } else if ( fundingGoalReached && treasury == msg . sender ) { if ( treasury . send ( weiRaised ) ) { emit FundsWithdrawn ( treasury , weiRaised ) ; } else if ( treasury . send ( address ( this ) . balance ) ) { emit FundsWithdrawn ( treasury , address ( this ) . balance ) ; } } }",Lets treasury collect the funds if ` fundingGoal ` was reached .
141,function setTotalSupply ( uint256 _newTotalSupply ) public onlyImpl { totalSupply = _newTotalSupply ; },The function to set the total supply of tokens .
145,"function changeOwner ( address _newOwner ) onlyOwner { owner = _newOwner ; NewOwner ( msg . sender , _newOwner ) ; }",` owner ` can step down and assign some other address to this role
146,"function addAmountBoughtAsMember ( address _member , uint256 _amountBought ) external ;",Add to the amount this member has bought
148,"function distributeEther ( address [ ] sellers ) onlyOwner payable public { require ( currentState == State . Distribution ) ; require ( currentPeriodRate > 0 ) ; for ( uint256 i = 0 ; i < sellers . length ; i ++ ) { address seller = sellers [ i ] ; require ( seller != address ( 0 ) ) ; uint256 tokenAmount = soldTokens [ seller ] ; if ( tokenAmount == 0 ) continue ; uint256 etherAmount = tokenAmount . div ( currentPeriodRate ) ; uint256 fee = etherAmount . mul ( sellFeeMilliPercent ) . div ( MILLI_PERCENT_DIVIDER ) ; etherAmount = etherAmount . sub ( fee ) ; soldTokens [ seller ] = 0 ; currentPeriodTokenCollected = currentPeriodTokenCollected . sub ( tokenAmount ) ; if ( ! seller . send ( etherAmount ) ) { DistributionError ( seller , etherAmount ) ; owner . transfer ( etherAmount ) ; } } }",Distribute ether to sellers If not enough ether is available on contract ballance
149,"function setStakeContract ( address _contractAddress ) external onlyOwner nonAdminAddress ( _contractAddress ) returns ( bool ) { if ( stakeContractAddress != address ( 0 ) ) { require ( stake . activeStakes ( ) == 0 , ""staking contract already configured, to change it must have 0 active stakes"" ) ; } stakeContractAddress = _contractAddress ; minters [ _contractAddress ] = true ; stake = StakeInterface ( _contractAddress ) ; emit StakeContractSet ( _contractAddress ) ; return true ; }",This is used to set the staking contract
153,function isProjectCanceled ( uint64 projectId ) constant returns ( bool ) { PledgeAdmin storage m = findAdmin ( projectId ) ; if ( m . adminType == PledgeAdminType . Giver ) return false ; assert ( m . adminType == PledgeAdminType . Project ) ; if ( m . canceled ) return true ; if ( m . parentProject == 0 ) return false ; return isProjectCanceled ( m . parentProject ) ; },A getter to find if a specified Project has been canceled
154,"function finalize ( ) public onlyOwner { require ( ! isFinalized , ""STO is already finalized"" ) ; isFinalized = true ; uint256 tempReturned ; uint256 tempSold ; uint256 remainingTokens ; for ( uint8 i = 0 ; i < tokensPerTierTotal . length ; i ++ ) { remainingTokens = tokensPerTierTotal [ i ] . sub ( mintedPerTierTotal [ i ] ) ; tempReturned = tempReturned . add ( remainingTokens ) ; tempSold = tempSold . add ( mintedPerTierTotal [ i ] ) ; if ( remainingTokens > 0 ) { mintedPerTierTotal [ i ] = tokensPerTierTotal [ i ] ; } } require ( ISecurityToken ( securityToken ) . mint ( reserveWallet , tempReturned ) , ""Error in minting"" ) ; emit ReserveTokenMint ( msg . sender , reserveWallet , tempReturned , currentTier ) ; finalAmountReturned = tempReturned ; totalTokensSold = tempSold ; }",Reserve address must be whitelisted to successfully finalize
156,"function convertCountryIndexToBytes ( uint [ ] countries ) public pure returns ( uint countries1 , uint countries2 , uint countries3 ) { countries1 = 0 ; countries2 = 0 ; countries3 = 0 ; for ( uint i = 0 ; i < countries . length ; i ++ ) { uint index = countries [ i ] ; if ( index < 256 ) { countries1 = countries1 | uint ( 1 ) << index ; } else if ( index < 512 ) { countries2 = countries2 | uint ( 1 ) << ( index - 256 ) ; } else { countries3 = countries3 | uint ( 1 ) << ( index - 512 ) ; } } return ( countries1 , countries2 , countries3 ) ; }",Converts country index list into 3 uints Expects a list of country indexes such that the 2 digit country code is converted to an index .
157,function calculateWithdrawable ( ) constant returns ( uint withdrawable ) { uint timePassed = now . sub ( vestingStartTime ) ; if ( timePassed < vestingPeriod ) { uint vested = totalVestedAmount . mul ( timePassed ) . div ( vestingPeriod ) ; withdrawable = vested . sub ( withdrawn ) ; } else { withdrawable = totalVestedAmount . sub ( withdrawn ) ; } },Calculates the quantity of Melon asset that 's currently withdrawable
158,function proxyPayment ( address _owner ) public payable whenNotPaused returns ( bool ) { doPayment ( _owner ) ; return true ; },` proxyPayment ( ) ` allows the caller to send ether to the Campaign and have the tokens created in an address of their choosing
159,"function updateWhitelist ( address _account , uint8 _phase ) external onlyCapper returns ( bool ) { require ( _account != address ( 0 ) ) ; _updateWhitelist ( _account , _phase ) ; return true ; }",function to whitelist an address which can be called only by the capper address .
160,"function havvensReceivedForEther ( uint amount ) public view returns ( uint ) { uint valueSentInNomins = safeMul_dec ( amount , usdToEthPrice ) ; return havvensReceivedForNomins ( valueSentInNomins ) ; }",Calculate how many havvens you will receive if you transfer an amount of ether .
161,function getValidatorDescription ( address validator ) external view returns ( string description ) { return _validators [ validator ] . description ; },Get a description of the validator at account ` validator ` .
162,"function _clearApprovalAndTransfer ( address _from , address _to , uint256 _tokenId ) internal { require ( _to != address ( 0 ) ) ; require ( _to != ownerOf ( _tokenId ) ) ; require ( ownerOf ( _tokenId ) == _from ) ; require ( _isValidLicense ( _tokenId ) ) ; _clearApproval ( _from , _tokenId ) ; _removeToken ( _from , _tokenId ) ; _addToken ( _to , _tokenId ) ; Transfer ( _from , _to , _tokenId ) ; }",Internal function to clear current approval and transfer the ownership of a given token ID
164,"function approve ( address _spender , uint _value ) public returns ( bool ) { require ( _spender != address ( 0 ) ) ; allowed [ msg . sender ] [ _spender ] = _value ; emit Approval ( msg . sender , _spender , _value ) ; return true ; }",Allows ` _spender ` to transfer ` _value ` tokens from ` msg.sender ` to any address .
167,"function createCloneToken ( string _cloneTokenName , uint8 _cloneDecimalUnits , string _cloneTokenSymbol , uint256 _snapshotBlock , bool _transfersEnabled ) returns ( address ) { if ( _snapshotBlock == 0 ) _snapshotBlock = block . number ; MiniMeToken cloneToken = tokenFactory . createCloneToken ( this , _snapshotBlock , _cloneTokenName , _cloneDecimalUnits , _cloneTokenSymbol , _transfersEnabled ) ; cloneToken . changeController ( msg . sender ) ; NewCloneToken ( address ( cloneToken ) , _snapshotBlock ) ; return address ( cloneToken ) ; }",Creates a new clone token with the initial distribution being this token at ` _snapshotBlock `
168,"function setBalance ( address _owner , uint256 _newBalance ) public onlyImpl { balances [ _owner ] = _newBalance ; }",Sets the balance of ` _owner ` to ` _newBalance ` .
169,"function revealVote ( uint _pollID , uint _voteOption , uint _salt ) external { require ( revealPeriodActive ( _pollID ) ) ; require ( ! hasBeenRevealed ( msg . sender , _pollID ) ) ; require ( keccak256 ( _voteOption , _salt ) == getCommitHash ( msg . sender , _pollID ) ) ; uint numTokens = getNumTokens ( msg . sender , _pollID ) ; if ( _voteOption == 1 ) pollMap [ _pollID ] . votesFor += numTokens ; else pollMap [ _pollID ] . votesAgainst += numTokens ; dllMap [ msg . sender ] . remove ( _pollID ) ; VoteRevealed ( msg . sender , _pollID , numTokens , _voteOption ) ; }",Reveals vote with choice and secret salt used in generating commitHash to attribute committed tokens
170,"function updatePrices ( uint newEthPrice , uint newHavvenPrice , uint timeSent ) external onlyOracle { require ( lastPriceUpdateTime < timeSent , ""Time must be later than last update"" ) ; require ( timeSent < ( now + ORACLE_FUTURE_LIMIT ) , ""Time must be less than now + ORACLE_FUTURE_LIMIT"" ) ; usdToEthPrice = newEthPrice ; usdToHavPrice = newHavvenPrice ; lastPriceUpdateTime = timeSent ; emit PricesUpdated ( usdToEthPrice , usdToHavPrice , lastPriceUpdateTime ) ; }",Access point for the oracle to update the prices of havvens / eth .
